Region,Subregion,Locality,Place,CollectingArea,Member,Formation,Order,Family,Subfamily,Tribe,GenusQualifier,Genus,SpeciesQualifier,Species,Subspecies,min_ma,max_ma,n_species,Delete
Tugen Hills,Tugen Hills,Chemeron (BPRP 104),NA,NA,Chemeron,Chemeron,Proboscidea,Elephantidae,Elephantinae,Elephantini,NA,Elephas,NA,recki,NA,2.56,3.29,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 104),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Antilopinae,Antilopini,NA,Gazella,NA,janenschi,NA,2.56,3.29,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 104),NA,NA,Chemeron,Chemeron,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,jumae,NA,2.56,3.29,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 104),NA,NA,Chemeron,Chemeron,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,NA,sp,NA,2.56,3.29,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 104),NA,NA,Chemeron,Chemeron,Artiodactyla,Hippopotamidae,Hippopotaminae,NA,NA,Hippopotamus,NA,protamphibius,NA,2.56,3.29,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 104),NA,NA,Chemeron,Chemeron,Artiodactyla,Suidae,Tetraconodontinae,NA,NA,Notochoerus,NA,euilus,NA,2.56,3.29,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 104),NA,NA,Chemeron,Chemeron,Artiodactyla,Suidae,Tetraconodontinae,NA,NA,Nyanzachoerus,NA,sp,NA,2.56,3.29,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 104),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Alcelaphinae,Alcelaphini,NA,gen,NA,sp,NA,2.56,3.29,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 105),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Aepycerotinae,Aepycerotini,NA,Aepyceros,NA,shungurae,NA,2.7,2.9,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 105),NA,NA,Chemeron,Chemeron,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,2.7,2.9,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 105),NA,NA,Chemeron,Chemeron,Proboscidea,Elephantidae,Elephantinae,Elephantini,NA,Elephas,NA,recki,NA,2.7,2.9,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 105),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Antilopinae,Antilopini,NA,Gazella,NA,janenschi,NA,2.7,2.9,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 105),NA,NA,Chemeron,Chemeron,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,jumae,NA,2.7,2.9,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 105),NA,NA,Chemeron,Chemeron,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,NA,sp,NA,2.7,2.9,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 105),NA,NA,Chemeron,Chemeron,Artiodactyla,Hippopotamidae,Hippopotaminae,NA,NA,Hippopotamus,NA,protamphibius,NA,2.7,2.9,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 105),NA,NA,Chemeron,Chemeron,Artiodactyla,Suidae,Tetraconodontinae,NA,NA,Notochoerus,NA,euilus,NA,2.7,2.9,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 105),NA,NA,Chemeron,Chemeron,Artiodactyla,Suidae,Tetraconodontinae,NA,NA,Nyanzachoerus,NA,sp,NA,2.7,2.9,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 105),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Alcelaphinae,Alcelaphini,NA,gen,NA,sp,NA,2.7,2.9,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 106),NA,NA,Chemeron,Chemeron,Perissodactyla,Chalicotheriidae,Schizotheriinae,NA,NA,Ancylotherium,NA,hennigi,NA,2.7,2.9,4,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 106),NA,NA,Chemeron,Chemeron,Proboscidea,Elephantidae,Elephantinae,Elephantini,NA,Elephas,NA,recki,NA,2.7,2.9,4,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 106),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Hippotraginae,Hippotragini,NA,gen,NA,sp,NA,2.7,2.9,4,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 107),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Bovinae,Tragelaphini,NA,Tragelaphus,NA,strepsiceros,NA,2.7,2.9,1,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 108),NA,NA,Chemeron,Chemeron,Proboscidea,Deinotheriidae,Deinotheriinae,NA,NA,Deinotherium,NA,bozasi,NA,3.5,3.7,6,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 108),NA,NA,Chemeron,Chemeron,Proboscidea,Elephantidae,Elephantinae,Elephantini,NA,Elephas,NA,recki,NA,3.5,3.7,6,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 108),NA,NA,Chemeron,Chemeron,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,NA,sp,NA,3.5,3.7,6,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 108),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Bovinae,Bovini,NA,Pelorovis,NA,sp,NA,3.5,3.7,6,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 108),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Bovinae,Tragelaphini,NA,Tragelaphus,NA,nakuae,NA,3.5,3.7,6,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 108),NA,NA,Chemeron,Chemeron,Artiodactyla,Suidae,NA,NA,NA,gen,NA,sp,NA,3.5,3.7,6,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 109),NA,NA,Chemeron,Chemeron,Artiodactyla,Suidae,Tetraconodontinae,NA,NA,Nyanzachoerus,NA,sp,NA,3.5,3.7,3,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 109),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Bovinae,Tragelaphini,NA,Tragelaphus,NA,nakuae,NA,3.5,3.7,3,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 109),NA,NA,Chemeron,Chemeron,Artiodactyla,Hippopotamidae,NA,NA,NA,gen,NA,sp,NA,3.5,3.7,3,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 110),NA,NA,Chemeron,Chemeron,Artiodactyla,Suidae,NA,NA,NA,gen,NA,sp,NA,3.5,3.7,3,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 112),NA,NA,Chemeron,Chemeron,Proboscidea,Deinotheriidae,Deinotheriinae,NA,NA,Deinotherium,NA,bozasi,NA,3.5,3.7,11,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 112),NA,NA,Chemeron,Chemeron,Proboscidea,Elephantidae,Elephantinae,Elephantini,NA,Elephas,NA,brumpti,NA,3.5,3.7,11,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 112),NA,NA,Chemeron,Chemeron,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Eurygnathohippus,NA,cornelianus,NA,3.5,3.7,11,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 112),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Antilopinae,Antilopini,NA,Gazella,NA,sp,NA,3.5,3.7,11,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 112),NA,NA,Chemeron,Chemeron,Artiodactyla,Suidae,Suinae,NA,NA,Kolpochoerus,NA,heseloni,NA,3.5,3.7,11,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 112),NA,NA,Chemeron,Chemeron,Artiodactyla,Suidae,Tetraconodontinae,NA,NA,Nyanzachoerus,NA,sp,NA,3.5,3.7,11,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 112),NA,NA,Chemeron,Chemeron,Proboscidea,Elephantidae,Stegotetrabelodontinae,NA,NA,Stegotetrabelodon,NA,orbus,NA,3.5,3.7,11,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 112),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Bovinae,Tragelaphini,NA,Tragelaphus,NA,nakuae,NA,3.5,3.7,11,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 112),NA,NA,Chemeron,Chemeron,Perissodactyla,Rhinocerotidae,NA,NA,NA,gen,NA,sp,NA,3.5,3.7,11,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 113),NA,NA,Chemeron,Chemeron,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,NA,sp,NA,3.5,3.7,4,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 113),NA,NA,Chemeron,Chemeron,Artiodactyla,Suidae,Tetraconodontinae,NA,NA,Nyanzachoerus,NA,jaegeri,NA,3.5,3.7,4,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 113),NA,NA,Chemeron,Chemeron,Artiodactyla,Suidae,Suinae,NA,NA,Potamochoerus,NA,afarensis,NA,3.5,3.7,4,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 113),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Alcelaphinae,Alcelaphini,NA,gen,NA,sp,NA,3.5,3.7,4,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 114),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Antilopinae,Antilopini,NA,Antidorcas,NA,recki,NA,3.5,3.7,4,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 114),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Hippotraginae,Hippotragini,NA,Praedamalis,NA,deturi,NA,3.5,3.7,4,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 114),NA,NA,Chemeron,Chemeron,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Theropithecus,NA,sp,NA,3.5,3.7,4,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 114),NA,NA,Chemeron,Chemeron,Artiodactyla,Hippopotamidae,NA,NA,NA,gen,NA,sp,NA,3.5,3.7,4,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 117),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Aepycerotinae,Aepycerotini,NA,Aepyceros,NA,melampus,NA,2.7,2.9,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 117),NA,NA,Chemeron,Chemeron,Primates,Cercopithecidae,Colobinae,Colobini,NA,Cercopithecoides,NA,sp,NA,2.7,2.9,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 117),NA,NA,Chemeron,Chemeron,Proboscidea,Elephantidae,Elephantinae,Elephantini,NA,Elephas,NA,recki,NA,2.7,2.9,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 117),NA,NA,Chemeron,Chemeron,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,NA,sp,NA,2.7,2.9,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 117),NA,NA,Chemeron,Chemeron,Artiodactyla,Suidae,Suinae,NA,NA,Kolpochoerus,NA,heseloni,NA,2.7,2.9,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 117),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Alcelaphinae,Alcelaphini,NA,Megalotragus,NA,sp,NA,2.7,2.9,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 117),NA,NA,Chemeron,Chemeron,Artiodactyla,Suidae,Tetraconodontinae,NA,NA,Nyanzachoerus,NA,kanamensis,NA,2.7,2.9,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 117),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Bovinae,Bovini,NA,gen,NA,sp,NA,2.7,2.9,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 118),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Alcelaphinae,Alcelaphini,NA,gen,NA,sp,NA,2.5,2.6,2,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 119),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Aepycerotinae,Aepycerotini,NA,Aepyceros,NA,shungurae,NA,2,2,4,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 119),NA,NA,Chemeron,Chemeron,Artiodactyla,Suidae,NA,NA,NA,gen,NA,sp,NA,2,2,4,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 12),NA,NA,Chemeron,Chemeron,Perissodactyla,Rhinocerotidae,Aceratheriinae,Teleoceratini,NA,Brachypotherium,NA,lewisi,NA,4,4,12,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 12),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Menelikia,NA,lyrocera,NA,4,4,12,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 12),NA,NA,Chemeron,Chemeron,Artiodactyla,Suidae,Tetraconodontinae,NA,NA,Nyanzachoerus,NA,jaegeri,NA,4,4,12,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 12),NA,NA,Chemeron,Chemeron,Artiodactyla,Suidae,Suinae,NA,NA,Potamochoerus,NA,afarensis,NA,4,4,12,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 12),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Bovinae,Tragelaphini,NA,Tragelaphus,NA,kyaloae,NA,4,4,12,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 12),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Bovinae,Bovini,NA,gen,NA,sp,NA,4,4,12,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 120),NA,NA,Chemeron,Chemeron,Perissodactyla,Equidae,Equinae,Equini,NA,Equus,NA,sp,NA,1.6,2.33,8,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 120),NA,NA,Chemeron,Chemeron,Artiodactyla,Suidae,Suinae,NA,NA,Kolpochoerus,NA,sp,NA,1.6,2.33,8,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 120),NA,NA,Chemeron,Chemeron,Artiodactyla,Suidae,Suinae,NA,NA,Metridiochoerus,NA,modestus,NA,1.6,2.33,8,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 120),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Bovinae,Bovini,NA,gen,NA,sp,NA,1.6,2.33,8,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 125),NA,NA,Chemeron,Chemeron,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,NA,sp,NA,4.07,4.07,5,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 125),NA,NA,Chemeron,Chemeron,Artiodactyla,Suidae,Tetraconodontinae,NA,NA,Nyanzachoerus,NA,jaegeri,NA,4.07,4.07,5,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 125),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Antilopinae,Antilopini,NA,gen,NA,sp,NA,4.07,4.07,5,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 134),NA,NA,Chemeron,Chemeron,Proboscidea,Deinotheriidae,Deinotheriinae,NA,NA,Deinotherium,NA,bozasi,NA,3.5,3.7,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 134),NA,NA,Chemeron,Chemeron,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,NA,sp,NA,3.5,3.7,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 134),NA,NA,Chemeron,Chemeron,Primates,Cercopithecidae,Colobinae,Colobini,NA,Paracolobus,NA,sp,NA,3.5,3.7,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 134),NA,NA,Chemeron,Chemeron,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Theropithecus,NA,oswaldi,NA,3.5,3.7,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 134),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Bovinae,Bovini,NA,gen,NA,sp,NA,3.5,3.7,10,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 135),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Antilopinae,Antilopini,NA,Antidorcas,NA,recki,NA,1.6,5.3,11,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 135),NA,NA,Chemeron,Chemeron,Artiodactyla,Giraffidae,Giraffinae,NA,NA,Giraffa,NA,pygmaea,NA,1.6,5.3,11,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 135),NA,NA,Chemeron,Chemeron,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,NA,sp,NA,1.6,5.3,11,NA
Tugen Hills,Tugen Hills,Chemeron (BPRP 135),NA,NA,Chemeron,Chemeron,Artiodactyla,Bovidae,Reduncinae,Reduncini,NA,Kobus,NA,kob,NA,1.6,5.3,11,NA
